word,frequency,has_special_chars,has_nums,has_contraction
unfurl,1,False,False,False
"preservation,",1,True,False,False
win--is,1,True,False,False
experiment.,1,True,False,False
creation.,1,True,False,False
"intuitions,",1,True,False,False
womanhood,1,False,False,False
astronauts,1,False,False,False
link,1,False,False,False
"Eve,",1,True,False,False
"normal,",1,True,False,False
earth-and,1,True,False,False
Industry,1,False,False,False
"parts.""",1,True,False,False
production.,1,True,False,False
unmistakable.,1,True,False,False
cycle,1,False,False,False
confusion.,1,True,False,False
miracle.,1,True,False,False
altered,1,False,False,False
solved.,1,True,False,False
achieved;,1,True,False,False
mutuality,1,False,False,False
"understanding,",1,True,False,False
mitigate;,1,True,False,False
oldest,1,False,False,False
"troops,",1,True,False,False
afresh.,1,True,False,False
lightened,1,False,False,False
sympathetic,1,False,False,False
"""accustom",1,True,False,False
enfeeble,1,False,False,False
nation-wide,1,True,False,False
flew,1,False,False,False
squared,1,False,False,False
"social,",1,True,False,False
yourselves,1,False,False,False
"activities,",1,True,False,False
moon's,1,True,False,True
palladium,1,False,False,False
mindfulness,1,False,False,False
discountenancing,1,False,False,False
attend,1,False,False,False
gray,1,False,False,False
"abandoned,",1,True,False,False
indignantly,1,False,False,False
frowning,1,False,False,False
Christmas,1,False,False,False
dawning,1,False,False,False
omission,1,False,False,False
alienate,1,False,False,False
"Office,",1,True,False,False
"proportion,",1,True,False,False
fountain,1,False,False,False
"intentions,",1,True,False,False
welfare;,1,True,False,False
inimical,1,False,False,False
together--not,1,True,False,False
"annoyance,",1,True,False,False
adventure,1,False,False,False
shared.,1,True,False,False
gratitude.,1,True,False,False
Wealth,1,False,False,False
endeavor.,1,True,False,False
"join,",1,True,False,False
reflex,1,False,False,False
hungry.,1,True,False,False
heights.,1,True,False,False
Believing,1,False,False,False
richer.,1,True,False,False
tempted,1,False,False,False
"nobler,",1,True,False,False
20,1,False,True,False
"self-reliant,",1,True,False,False
friendliest,1,False,False,False
"difficulties,",1,True,False,False
forth--sometimes,1,True,False,False
agency.,1,True,False,False
cradle,1,False,False,False
unsolicited,1,False,False,False
hearthstone,1,False,False,False
befits,1,False,False,False
preside,1,False,False,False
prominently,1,False,False,False
enemy.,1,True,False,False
"doors,",1,True,False,False
"mothers,",1,True,False,False
illumined,1,False,False,False
"suffrages,",1,True,False,False
competition--not,1,True,False,False
unemployment.,1,True,False,False
"dominion,",1,True,False,False
blotches,1,False,False,False
solemnities,1,False,False,False
enriching,1,False,False,False
calamities,1,False,False,False
preparatory,1,False,False,False
marts,1,False,False,False
engine,1,False,False,False
domination.,1,True,False,False
grief,1,False,False,False
unadjusted.,1,True,False,False
son.,1,True,False,False
"ideology,",1,True,False,False
"exchanges,",1,True,False,False
imports.,1,True,False,False
expressed.,1,True,False,False
"enacted,",1,True,False,False
ordained,1,False,False,False
fallacy,1,False,False,False
luring,1,False,False,False
competition.,1,True,False,False
sorrow.,1,True,False,False
commitment:,1,True,False,False
"susceptible,",1,True,False,False
attend.,1,True,False,False
spoliation.,1,True,False,False
imbibed,1,False,False,False
annihilation,1,False,False,False
"anarchy,",1,True,False,False
"controversy,",1,True,False,False
"child,",1,True,False,False
bottoms,1,False,False,False
homeless,1,False,False,False
cargoes,1,False,False,False
freshman,1,False,False,False
"Congressman,",1,True,False,False
bidding,1,False,False,False
self-reliance,1,True,False,False
"market,",1,True,False,False
visited,1,False,False,False
painful--my,1,True,False,False
allude,1,False,False,False
"essentially,",1,True,False,False
"restoration,",1,True,False,False
elevated,1,False,False,False
Opportunity,1,False,False,False
"maxim,",1,True,False,False
"hatreds,",1,True,False,False
it--that,1,True,False,False
prolonged,1,False,False,False
carry.,1,True,False,False
"buy,",1,True,False,False
magnify,1,False,False,False
"China,",1,True,False,False
"mountain,",1,True,False,False
"All,",1,True,False,False
reasonable;,1,True,False,False
avow,1,False,False,False
Webster,1,False,False,False
expositions,1,False,False,False
dreary,1,False,False,False
Clay,1,False,False,False
own?,1,True,False,False
"workingman,",1,True,False,False
promoters,1,False,False,False
bled,1,False,False,False
shop,1,False,False,False
"suffered,",1,True,False,False
"despotic,",1,True,False,False
"wicked,",1,True,False,False
bloody,1,False,False,False
unification,1,False,False,False
persecutions.,1,True,False,False
hopefully,1,False,False,False
communities?,1,True,False,False
incapacities,1,False,False,False
progress?,1,True,False,False
skirts,1,False,False,False
paralysis,1,False,False,False
"ally,",1,True,False,False
plausibly,1,False,False,False
"furnace,",1,True,False,False
pointed,1,False,False,False
operations.,1,True,False,False
violent,1,False,False,False
eye—when,1,True,False,False
scrupulously,1,False,False,False
"issue,",1,True,False,False
corporations,1,False,False,False
"protection,",1,True,False,False
"contemplation,",1,True,False,False
"Utterly,",1,True,False,False
nullify,1,False,False,False
"gentlemen,",1,True,False,False
steer,1,False,False,False
vessel,1,False,False,False
embarked,1,False,False,False
code,1,False,False,False
entirety,1,False,False,False
embraces,1,False,False,False
animation,1,False,False,False
enforce.,1,True,False,False
"obey,",1,True,False,False
worn,1,False,False,False
think;,1,True,False,False
decided,1,False,False,False
throes,1,False,False,False
garden,1,False,False,False
traversing,1,False,False,False
coal,1,False,False,False
furnace,1,False,False,False
"form,",1,True,False,False
smelting,1,False,False,False
monuments,1,False,False,False
tardy,1,False,False,False
ranges,1,False,False,False
southeastern,1,False,False,False
enough;,1,True,False,False
"patriot,",1,True,False,False
mineral,1,False,False,False
Pennsylvania,1,False,False,False
"experiment,",1,True,False,False
fabrics.,1,True,False,False
theoretic,1,False,False,False
visionary,1,False,False,False
walked,1,False,False,False
cotton-producing,1,True,False,False
"sectional,",1,True,False,False
inured,1,False,False,False
opponents.,1,True,False,False
itself?,1,True,False,False
dress,1,False,False,False
domestics,1,False,False,False
mill,1,False,False,False
Federalists.,1,True,False,False
crops,1,False,False,False
shore;,1,True,False,False
operatives,1,False,False,False
spun,1,False,False,False
plantation,1,False,False,False
contentment.,1,True,False,False
diversification,1,False,False,False
achieving,1,False,False,False
excluded,1,False,False,False
convulsions,1,False,False,False
agonizing,1,False,False,False
planting,1,False,False,False
spasms,1,False,False,False
infuriated,1,False,False,False
slaughter,1,False,False,False
eliminated,1,False,False,False
servants.,1,True,False,False
sky;,1,True,False,False
proclamation,1,False,False,False
long-lost,1,True,False,False
pile,1,False,False,False
funeral,1,False,False,False
Mill,1,False,False,False
billows,1,False,False,False
hillsides.,1,True,False,False
"concert,",1,True,False,False
"secret,",1,True,False,False
convenient,1,False,False,False
habitually,1,False,False,False
precautions,1,False,False,False
platforms,1,False,False,False
being.,1,True,False,False
manifestly,1,False,False,False
animosities,1,False,False,False
SPECIAL,1,False,False,False
courts.,1,True,False,False
SESSION,1,False,False,False
CONGRESS,1,False,False,False
Action,1,False,False,False
Party,1,False,False,False
"farmers,",1,True,False,False
request,1,False,False,False
questions.,1,True,False,False
OTHER,1,False,False,False
MANDATES,1,False,False,False
FROM,1,False,False,False
distresses,1,False,False,False
unfairly,1,False,False,False
obtruding,1,False,False,False
contentions,1,False,False,False
spectators,1,False,False,False
excluded.,1,True,False,False
follows,1,False,False,False
shorter,1,False,False,False
ELECTION,1,False,False,False
waterway,1,False,False,False
granted.,1,True,False,False
chairs.,1,True,False,False
transpire,1,False,False,False
inattention,1,False,False,False
forego.,1,True,False,False
shameful,1,False,False,False
confession,1,False,False,False
unworthiness,1,False,False,False
abandoned,1,False,False,False
"enough,",1,True,False,False
mature,1,False,False,False
"east,",1,True,False,False
mingled,1,False,False,False
battlefields.,1,True,False,False
self-restraint,1,True,False,False
restrains,1,False,False,False
helpfulness.,1,True,False,False
"expect,",1,True,False,False
PARTY,1,False,False,False
absorb,1,False,False,False
RESPONSIBILITIES,1,False,False,False
project,1,False,False,False
seaboards,1,False,False,False
careless,1,False,False,False
laws;,1,True,False,False
inspire.,1,True,False,False
opportunity;,1,True,False,False
individuality;,1,True,False,False
office;,1,True,False,False
lessening,1,False,False,False
poverty;,1,True,False,False
suggestions.,1,True,False,False
faiths;,1,True,False,False
uncanny,1,False,False,False
Ill-considered,1,True,False,False
faults,1,False,False,False
heightened,1,False,False,False
CONCLUSION,1,False,False,False
standards;,1,True,False,False
protector.,1,True,False,False
degeneration.,1,True,False,False
"beauty,",1,True,False,False
loved,1,False,False,False
"involves,",1,True,False,False
demoralizes,1,False,False,False
Friends,1,False,False,False
CALLED,1,False,False,False
presentiments,1,False,False,False
severed,1,False,False,False
denies,1,False,False,False
stimulation,1,False,False,False
connive,1,False,False,False
expenditure;,1,True,False,False
"convenience,",1,True,False,False
hospitable,1,False,False,False
"fitness,",1,True,False,False
community;,1,True,False,False
citizens;,1,True,False,False
avoidance,1,False,False,False
works;,1,True,False,False
tangible,1,False,False,False
determinations,1,False,False,False
unintelligible,1,False,False,False
embedded,1,False,False,False
unimpressive,1,False,False,False
searching.,1,True,False,False
investments,1,False,False,False
attractive,1,False,False,False
touchstones,1,False,False,False
day-today,1,True,False,False
classes?,1,True,False,False
fruition,1,False,False,False
phrases,1,False,False,False
catalogue,1,False,False,False
definitions.,1,True,False,False
fields;,1,True,False,False
liberty;,1,True,False,False
Societies,1,False,False,False
"he,",1,True,False,False
others?,1,True,False,False
begins,1,False,False,False
"fidelity,",1,True,False,False
God--that,1,True,False,False
regain,1,False,False,False
misinterpret,1,False,False,False
post,1,False,False,False
learnt,1,False,False,False
solemn.,1,True,False,False
"unspoken,",1,True,False,False
yours,1,False,False,False
spoken;,1,True,False,False
selfishness.,1,True,False,False
cruelty,1,False,False,False
imperfect,1,False,False,False
evade,1,False,False,False
unfailing,1,False,False,False
fairest,1,False,False,False
positions,1,False,False,False
covenant.,1,True,False,False
ceremonial.,1,True,False,False
"intentional,",1,True,False,False
conciliate,1,False,False,False
"Relying,",1,True,False,False
Infinite,1,False,False,False
retrace,1,False,False,False
twenty-sixth,1,True,False,False
appropriateness,1,False,False,False
wander,1,False,False,False
incidents,1,False,False,False
"corpus,",1,True,False,False
stretched,1,False,False,False
undauntedly,1,False,False,False
contrasts,1,False,False,False
juries,1,False,False,False
note,1,False,False,False
suitably,1,False,False,False
"Court,",1,True,False,False
impartially,1,False,False,False
York,1,False,False,False
centennials,1,False,False,False
worthily,1,False,False,False
canvass,1,False,False,False
constellation,1,False,False,False
reformation.,1,True,False,False
attainment.,1,True,False,False
"instruction,",1,True,False,False
touchstone,1,False,False,False
30th,1,False,True,False
"sitting,",1,True,False,False
"York,",1,True,False,False
trust;,1,True,False,False
consecrates,1,False,False,False
MY,1,False,False,False
self-dependent.,1,True,False,False
linked,1,False,False,False
precedent,1,False,False,False
injunction,1,False,False,False
"structures,",1,True,False,False
needful,1,False,False,False
"disputes,",1,True,False,False
fixed.,1,True,False,False
disputes.,1,True,False,False
foundations.,1,True,False,False
essentials,1,False,False,False
frequently,1,False,False,False
bearings,1,False,False,False
Another,1,False,False,False
railways.,1,True,False,False
railway,1,False,False,False
firmament,1,False,False,False
accurately,1,False,False,False
limb,1,False,False,False
detached,1,False,False,False
"glad,",1,True,False,False
disappeared,1,False,False,False
confines,1,False,False,False
employees;,1,True,False,False
constitution.,1,True,False,False
continually,1,False,False,False
lawful.,1,True,False,False
recur,1,False,False,False
"instinct,",1,True,False,False
COUNTRYMEN:,1,True,False,False
with.,1,True,False,False
finding,1,False,False,False
encouraging.,1,True,False,False
definitely,1,False,False,False
"applied,",1,True,False,False
interfered,1,False,False,False
"deliverance,",1,True,False,False
manifesting,1,False,False,False
conscientiously,1,False,False,False
rearranged,1,False,False,False
"returned,",1,True,False,False
unlikely,1,False,False,False
"revived,",1,True,False,False
formulation,1,False,False,False
recommends,1,False,False,False
inconsiderate,1,False,False,False
abused,1,False,False,False
Realizing,1,False,False,False
notice,1,False,False,False
legitimate.,1,True,False,False
firmer,1,False,False,False
chance.,1,True,False,False
habeas,1,False,False,False
religion;,1,True,False,False
teachings,1,False,False,False
"professed,",1,True,False,False
won.,1,True,False,False
"temperance,",1,True,False,False
bravely,1,False,False,False
disclosed,1,False,False,False
man;,1,True,False,False
acknowledging,1,False,False,False
manufacturer,1,False,False,False
"shipmaster,",1,True,False,False
"merchant,",1,True,False,False
"union.""",1,True,False,False
adoring,1,False,False,False
"""more",1,True,False,False
overruling,1,False,False,False
divergent,1,False,False,False
reenforced,1,False,False,False
dispensations,1,False,False,False
delights,1,False,False,False
hereafter—with,1,True,False,False
people?,1,True,False,False
fellow-citizens—a,1,True,False,False
prosperous;,1,True,False,False
estimation.,1,True,False,False
temperance,1,False,False,False
"forms,",1,True,False,False
"faculties,",1,True,False,False
"associates,",1,True,False,False
entertaining,1,False,False,False
equipping,1,False,False,False
energetically,1,False,False,False
afield,1,False,False,False
kings,1,False,False,False
imposition,1,False,False,False
Petitions,1,False,False,False
him?,1,True,False,False
Kindly,1,False,False,False
vigor.,1,True,False,False
exterminating,1,False,False,False
"ships,",1,True,False,False
havoc,1,False,False,False
globe;,1,True,False,False
high-minded,1,True,False,False
shops,1,False,False,False
retard,1,False,False,False
degradations,1,False,False,False
check,1,False,False,False
others;,1,True,False,False
features.,1,True,False,False
oppressive,1,False,False,False
generation;,1,True,False,False
relaxed,1,False,False,False
mouth,1,False,False,False
sweet,1,False,False,False
multiplied,1,False,False,False
diffused.,1,True,False,False
westward;,1,True,False,False
eastward,1,False,False,False
peaceable,1,False,False,False
argued,1,False,False,False
unprovided;,1,True,False,False
"Baltimore,",1,True,False,False
despotism;,1,True,False,False
located,1,False,False,False
1790.,1,True,True,False
regulars,1,False,False,False
authority;,1,True,False,False
Virginia),1,True,False,False
lightly,1,False,False,False
(except,1,True,False,False
burthened;,1,True,False,False
faith;,1,True,False,False
Dakota,1,False,False,False
handmaid;,1,True,False,False
seaboard.,1,True,False,False
fringed,1,False,False,False
arraignment,1,False,False,False
thirty-eight,1,True,False,False
reason;,1,True,False,False
lopped,1,False,False,False
corrective,1,False,False,False
people—a,1,True,False,False
robe.,1,True,False,False
earned.,1,True,False,False
were.,1,True,False,False
felicities.,1,True,False,False
housed,1,False,False,False
compress,1,False,False,False
"clothed,",1,True,False,False
narrowest,1,False,False,False
"fed,",1,True,False,False
masses,1,False,False,False
directions.,1,True,False,False
"bear,",1,True,False,False
1880,1,False,True,False
westward.,1,True,False,False
limitations.,1,True,False,False
"persuasion,",1,True,False,False
political;,1,True,False,False
none;,1,True,False,False
bulwarks,1,False,False,False
tendencies;,1,True,False,False
stride,1,False,False,False
abroad;,1,True,False,False
"Cincinnati,",1,True,False,False
domiciled,1,False,False,False
emotion.,1,True,False,False
"guarded,",1,True,False,False
ENFORCEMENT,1,False,False,False
AMENDMENT,1,False,False,False
"amendment,",1,True,False,False
harmonize,1,False,False,False
conciliation,1,False,False,False
expenditures;,1,True,False,False
mentioned;,1,True,False,False
concurrent,1,False,False,False
"harbors,",1,True,False,False
bestowal,1,False,False,False
prerequisites,1,False,False,False
traffic,1,False,False,False
liquor,1,False,False,False
criminals,1,False,False,False
"informed,",1,True,False,False
onerous,1,False,False,False
conform,1,False,False,False
appealing,1,False,False,False
exhaust,1,False,False,False
patronized,1,False,False,False
"affections,",1,True,False,False
awake,1,False,False,False
negotiation;,1,True,False,False
cultivation,1,False,False,False
affections.,1,True,False,False
loves,1,False,False,False
warned,1,False,False,False
sore,1,False,False,False
defeated,1,False,False,False
indifference,1,False,False,False
ventured.,1,True,False,False
exploitation,1,False,False,False
entanglements,1,False,False,False
prediction,1,False,False,False
presented.,1,True,False,False
engrosses,1,False,False,False
absorbs,1,False,False,False
expiration,1,False,False,False
proper.,1,True,False,False
detail,1,False,False,False
appearing,1,False,False,False
delinquent,1,False,False,False
FELLOW-COUNTRYMEN:,1,True,False,False
promulgation,1,False,False,False
assuage,1,False,False,False
inefficiently,1,False,False,False
well-directed,1,True,False,False
organized.,1,True,False,False
"evils,",1,True,False,False
"remedy,",1,True,False,False
"occupy,",1,True,False,False
admonitions,1,False,False,False
"abilities,",1,True,False,False
insurgent,1,False,False,False
"impartially,",1,True,False,False
INVESTIGATION,1,False,False,False
"jurisprudence,",1,True,False,False
desirable.,1,True,False,False
surrounded,1,False,False,False
paragraph,1,False,False,False
printed,1,False,False,False
Document,1,False,False,False
loftiest,1,False,False,False
(71st,1,True,True,False
"Cong.,",1,True,False,False
"fill,",1,True,False,False
weightiest,1,False,False,False
"sess.),",1,True,False,False
reported,1,False,False,False
omitted,1,False,False,False
gratitude;,1,True,False,False
delivery,1,False,False,False
address.,1,True,False,False
assembled.,1,True,False,False
RELATION,1,False,False,False
Elected,1,False,False,False
"valued,",1,True,False,False
"counted,",1,True,False,False
"diligently,",1,True,False,False
NATIONAL,1,False,False,False
extend.,1,True,False,False
stopped.,1,True,False,False
coequal,1,False,False,False
doctrines,1,False,False,False
"will--who,",1,True,False,False
Chosen,1,False,False,False
execution.,1,True,False,False
indicate,1,False,False,False
executed--these,1,True,False,False
necessary;,1,True,False,False
officers;,1,True,False,False
citizenship--than,1,True,False,False
stamping,1,False,False,False
ambassadors,1,False,False,False
outlawry,1,False,False,False
"Country.""",1,True,False,False
"reverence,",1,True,False,False
defer,1,False,False,False
formation.,1,True,False,False
condemning,1,False,False,False
crumble,1,False,False,False
patronize,1,False,False,False
"Presidents,",1,True,False,False
"defend.""",1,True,False,False
repeal.,1,True,False,False
delivered,1,False,False,False
expeditious,1,False,False,False
coaling,1,False,False,False
insidious,1,False,False,False
Him?,1,True,False,False
ascribe,1,False,False,False
believers,1,False,False,False
discern,1,False,False,False
SYSTEM,1,False,False,False
CRIMINAL,1,False,False,False
JUSTICE,1,False,False,False
malign,1,False,False,False
disobedience,1,False,False,False
"came,",1,True,False,False
Crime,1,False,False,False
Confidence,1,False,False,False
decreasing.,1,True,False,False
"remove,",1,True,False,False
"cometh.""",1,True,False,False
fibre,1,False,False,False
impotence,1,False,False,False
"16,",1,True,True,False
"1919,",1,True,True,False
"manufacture,",1,True,False,False
offenses;,1,True,False,False
"sale,",1,True,False,False
intoxicating,1,False,False,False
FAILURE,1,False,False,False
safeguarded.,1,True,False,False
"within,",1,True,False,False
Fondly,1,False,False,False
PROGRESS,1,False,False,False
survey,1,False,False,False
satisfactions;,1,True,False,False
consecration,1,False,False,False
countrymen:,1,True,False,False
"orphan,",1,True,False,False
virility,1,False,False,False
liberation,1,False,False,False
widow,1,False,False,False
race--a,1,True,False,False
malice,1,False,False,False
"altogether.""",1,True,False,False
judgments,1,False,False,False
attainments.,1,True,False,False
drop,1,False,False,False
"sunk,",1,True,False,False
accomplishments,1,False,False,False
unrequited,1,False,False,False
bondsman's,1,True,False,True
Calvin,1,False,False,False
piled,1,False,False,False
Coolidge.,1,True,False,False
"pray,",1,True,False,False
liquors,1,False,False,False
"""Woe",1,True,False,False
war-seeking,1,True,False,False
"procedure,",1,True,False,False
"juries,",1,True,False,False
slaves,1,False,False,False
swift.,1,True,False,False
"national,",1,True,False,False
southern,1,False,False,False
localized,1,False,False,False
"slaves,",1,True,False,False
establishes,1,False,False,False
One-eighth,1,True,False,False
structure.,1,True,False,False
judges,1,False,False,False
attorneys.,1,True,False,False
refuge,1,False,False,False
"perish,",1,True,False,False
"technicalities,",1,True,False,False
"subterfuge,",1,True,False,False
"survive,",1,True,False,False
thwarted,1,False,False,False
"Reform,",1,True,False,False
"reorganization,",1,True,False,False
associations.,1,True,False,False
delayed.,1,True,False,False
Rigid,1,False,False,False
"tribunals,",1,True,False,False
simplification,1,False,False,False
fully.,1,True,False,False
somehow,1,False,False,False
answered.,1,True,False,False
judged.,1,True,False,False
"faces,",1,True,False,False
sweat,1,False,False,False
"into,",1,True,False,False
beverage,1,False,False,False
wringing,1,False,False,False
"purposes.""",1,True,False,False
reestablish,1,False,False,False
invokes,1,False,False,False
astounding.,1,True,False,False
cease.,1,True,False,False
attained.,1,True,False,False
restrict,1,False,False,False
rend,1,False,False,False
effectiveness,1,False,False,False
insurgents,1,False,False,False
critically,1,False,False,False
machinery,1,False,False,False
"perpetuate,",1,True,False,False
redistribution,1,False,False,False
"strengthen,",1,True,False,False
"functions,",1,True,False,False
"weighed,",1,True,False,False
ores,1,False,False,False
"hills,",1,True,False,False
integrity.,1,True,False,False
characterized,1,False,False,False
fair-minded,1,True,False,False
incumbency,1,False,False,False
nonpartisan,1,False,False,False
negation,1,False,False,False
promises.,1,True,False,False
learning;,1,True,False,False
Retrospect,1,False,False,False
attain.,1,True,False,False
travel;,1,True,False,False
life--that,1,True,False,False
broadening,1,False,False,False
evasion.,1,True,False,False
civil-service,1,True,False,False
therewith,1,False,False,False
"channel,",1,True,False,False
undertakings.,1,True,False,False
"bureaus,",1,True,False,False
"Departments,",1,True,False,False
Heads,1,False,False,False
importunity,1,False,False,False
extinction,1,False,False,False
Persistent,1,False,False,False
impartiality,1,False,False,False
diminish.,1,True,False,False
deliberation.,1,True,False,False
margin,1,False,False,False
accepts,1,False,False,False
interlocked,1,False,False,False
haunt,1,False,False,False
list.,1,True,False,False
rating,1,False,False,False
guns,1,False,False,False
inefficient,1,False,False,False
Superficial,1,False,False,False
observers,1,False,False,False
workmanship.,1,True,False,False
armament,1,False,False,False
excess,1,False,False,False
unforeseen,1,False,False,False
forecast,1,False,False,False
unduly,1,False,False,False
criminal.,1,True,False,False
favoritism,1,False,False,False
"profligacy,",1,True,False,False
engrossed,1,False,False,False
"Wastefulness,",1,True,False,False
system--all,1,True,False,False
Expenditure,1,False,False,False
then.,1,True,False,False
renunciation,1,False,False,False
consideration;,1,True,False,False
cattle,1,False,False,False
League,1,False,False,False
opprobrium,1,False,False,False
increases,1,False,False,False
availability,1,False,False,False
"highly,",1,True,False,False
"Calmness,",1,True,False,False
unbounded,1,False,False,False
concession.,1,True,False,False
hospitality,1,False,False,False
impairment,1,False,False,False
impressive,1,False,False,False
obtained,1,False,False,False
concessions.,1,True,False,False
feeble,1,False,False,False
"Hemisphere,",1,True,False,False
inheritances,1,False,False,False
"coercion,",1,True,False,False
See,1,False,False,False
trading,1,False,False,False
privileges.,1,True,False,False
Supplement,1,False,False,False
restraint;,1,True,False,False
dock,1,False,False,False
"impossible,",1,True,False,False
ruthlessly,1,False,False,False
membership,1,False,False,False
"motives,",1,True,False,False
breaks,1,False,False,False
creditable,1,False,False,False
delinquency.,1,True,False,False
"incompetency,",1,True,False,False
sets,1,False,False,False
pave,1,False,False,False
disqualification,1,False,False,False
esteemed,1,False,False,False
"armament,",1,True,False,False
Honorable,1,False,False,False
implies,1,False,False,False
obliging,1,False,False,False
inconsiderately,1,False,False,False
"propose,",1,True,False,False
representations,1,False,False,False
statesmanship.,1,True,False,False
conceived,1,False,False,False
establishment.,1,True,False,False
difficulty.,1,True,False,False
misinterpreted.,1,True,False,False
advisory,1,False,False,False
nominate,1,False,False,False
subsidiary,1,False,False,False
Court.,1,True,False,False
doubt;,1,True,False,False
premeditation,1,False,False,False
PEACE,1,False,False,False
"extent,",1,True,False,False
applicable,1,False,False,False
large.,1,True,False,False
COOPERATION,1,False,False,False
opponents,1,False,False,False
"ballot,",1,True,False,False
BY,1,False,False,False
imply,1,False,False,False
community--not,1,True,False,False
standpoint.,1,True,False,False
evanescent,1,False,False,False
restraints.,1,True,False,False
hurtful,1,False,False,False
cooperating,1,False,False,False
contentions.,1,True,False,False
allegiance.,1,True,False,False
renounced,1,False,False,False
regularity,1,False,False,False
hat,1,False,False,False
juggler's,1,True,False,True
abuses.,1,True,False,False
citizenship?,1,True,False,False
manifests,1,False,False,False
"municipal,",1,True,False,False
rates.,1,True,False,False
diadem,1,False,False,False
"neglect,",1,True,False,False
calculation.,1,True,False,False
"fields,",1,True,False,False
harvests,1,False,False,False
revelation,1,False,False,False
unalloyed,1,False,False,False
TO,1,False,False,False
revealing,1,False,False,False
BUSINESS,1,False,False,False
disaffection,1,False,False,False
differentiation,1,False,False,False
commodities,1,False,False,False
rude,1,False,False,False
"former,",1,True,False,False
competition;,1,True,False,False
"stable,",1,True,False,False
Passion,1,False,False,False
"path,",1,True,False,False
ambush,1,False,False,False
confer,1,False,False,False
monopoly,1,False,False,False
limiting,1,False,False,False
avenues,1,False,False,False
"competition,",1,True,False,False
reins,1,False,False,False
EDUCATION,1,False,False,False
sanctity,1,False,False,False
universality.,1,True,False,False
instructed,1,False,False,False
selective,1,False,False,False
PUBLIC,1,False,False,False
HEALTH,1,False,False,False
"enterprising,",1,True,False,False
unreasonably,1,False,False,False
Montana,1,False,False,False
discoveries,1,False,False,False
Dakotas,1,False,False,False
congratulation,1,False,False,False
occasions,1,False,False,False
orphans.,1,True,False,False
diseases,1,False,False,False
pension,1,False,False,False
eradication,1,False,False,False
"communication,",1,True,False,False
"reliable,",1,True,False,False
"stated,",1,True,False,False
exchanges,1,False,False,False
thousandfold,1,False,False,False
infinitely,1,False,False,False
steamship,1,False,False,False
WORLD,1,False,False,False
combat.,1,True,False,False
boy,1,False,False,False
settlers,1,False,False,False
availed,1,False,False,False
contemplation,1,False,False,False
frauds,1,False,False,False
embarrassments,1,False,False,False
"electors,",1,True,False,False
impertinence.,1,True,False,False
savor,1,False,False,False
"local,",1,True,False,False
illiteracy.,1,True,False,False
instruction.,1,True,False,False
"Moreover,",1,True,False,False
"arise,",1,True,False,False
inefficiency,1,False,False,False
invitations,1,False,False,False
supervision.,1,True,False,False
"pure,",1,True,False,False
"safeguards,",1,True,False,False
elector,1,False,False,False
"invention,",1,True,False,False
wrecked,1,False,False,False
patent.,1,True,False,False
refresh,1,False,False,False
entries,1,False,False,False
mass.,1,True,False,False
reasserted,1,False,False,False
"supported,",1,True,False,False
"1893,",1,True,True,False
duty--the,1,True,False,False
"extravagance,",1,True,False,False
Between,1,False,False,False
"hindrance,",1,True,False,False
"promises,",1,True,False,False
untrue,1,False,False,False
initiated.,1,True,False,False
advisers,1,False,False,False
anticipated.,1,True,False,False
main,1,False,False,False
postponement.,1,True,False,False
reliance.,1,True,False,False
suffice,1,False,False,False
Anyone,1,False,False,False
law!,1,True,False,False
ushered,1,False,False,False
"bloodshed,",1,True,False,False
"lasts,",1,True,False,False
Force,1,False,False,False
Order,1,False,False,False
rebellion,1,False,False,False
outlays,1,False,False,False
disloyal,1,False,False,False
abandoned.,1,True,False,False
receipts.,1,True,False,False
Suitably,1,False,False,False
deceived.,1,True,False,False
pensioners,1,False,False,False
"coined,",1,True,False,False
inviolability,1,False,False,False
unheeded.,1,True,False,False
"periods,",1,True,False,False
Bureau,1,False,False,False
severest,1,False,False,False
developed.,1,True,False,False
railroads.,1,True,False,False
"retire,",1,True,False,False
outstanding,1,False,False,False
enforced.,1,True,False,False
owning,1,False,False,False
companies,1,False,False,False
restriction,1,False,False,False
promptness,1,False,False,False
restrictions,1,False,False,False
Relief,1,False,False,False
needed.,1,True,False,False
"lasting,",1,True,False,False
"creditors,",1,True,False,False
orphans,1,False,False,False
halt,1,False,False,False
"much,",1,True,False,False
waging,1,False,False,False
"receipts,",1,True,False,False
"Labor,",1,True,False,False
archipelago.,1,True,False,False
"insurrection,",1,True,False,False
"misunderstanding,",1,True,False,False
levied.,1,True,False,False
"1899,",1,True,True,False
"February,",1,True,False,False
plainer,1,False,False,False
6th,1,False,True,False
"failure.""",1,True,False,False
"entity,",1,True,False,False
"""be",1,True,False,False
enfranchisement,1,False,False,False
commonwealth,1,False,False,False
imports,1,False,False,False
"Cubans,",1,True,False,False
"island,",1,True,False,False
"reasonable,",1,True,False,False
sponsors,1,False,False,False
permanence.,1,True,False,False
Cuban,1,False,False,False
historical,1,False,False,False
conforming,1,False,False,False
"conservative,",1,True,False,False
discharging,1,False,False,False
"inhabitants,",1,True,False,False
utterance,1,False,False,False
"insurgents,",1,True,False,False
latest,1,False,False,False
amnesty,1,False,False,False
"accrued,",1,True,False,False
"pay,",1,True,False,False
Loans,1,False,False,False
"military,",1,True,False,False
justification.,1,True,False,False
goes--not,1,True,False,False
"loans,",1,True,False,False
earnestness,1,False,False,False
